bookmarked_at,BookmarkedAt,post_url,PostUrl,post_title,PostTitle
"March 21, 2020 at 02:36PM","March 21, 2020 at 02:36PM",https://towardsdatascience.com/integrating-python-tableau-5511dd7102e9?source=ifttt--------------2,https://towardsdatascience.com/integrating-python-tableau-5511dd7102e9?source=ifttt--------------2,Integrating Python & Tableau,Integrating Python & Tableau
"March 21, 2020 at 02:40PM","March 21, 2020 at 02:40PM",https://towardsdatascience.com/can-python-dataviz-libraries-repeat-the-tableau-worksheet-e38ef2876f04?source=ifttt--------------2,https://towardsdatascience.com/can-python-dataviz-libraries-repeat-the-tableau-worksheet-e38ef2876f04?source=ifttt--------------2,Can Python dataviz libraries repeat the Tableau worksheet?,Can Python dataviz libraries repeat the Tableau worksheet?
"March 21, 2020 at 02:59PM","March 21, 2020 at 02:59PM",https://towardsdatascience.com/a-complete-pandas-glossary-for-data-science-a3bdd37febeb?source=ifttt--------------2,https://towardsdatascience.com/a-complete-pandas-glossary-for-data-science-a3bdd37febeb?source=ifttt--------------2,A Complete Pandas Glossary for Data Science,A Complete Pandas Glossary for Data Science
"March 22, 2020 at 11:04AM","March 22, 2020 at 11:04AM",https://medium.com/design-leadership-notebook/desops-or-how-to-integrate-design-in-to-your-devops-agile-and-strategic-business-processes-a3453e35317d?source=ifttt--------------2,https://medium.com/design-leadership-notebook/desops-or-how-to-integrate-design-in-to-your-devops-agile-and-strategic-business-processes-a3453e35317d?source=ifttt--------------2,How To Integrate Design Into Your Business Processes,How To Integrate Design Into Your Business Processes
"March 23, 2020 at 12:44AM","March 23, 2020 at 12:44AM",https://medium.com/nightingale/thirteen-things-to-visualize-about-covid-19-besides-case-loads-581fa90348dd?source=ifttt--------------2,https://medium.com/nightingale/thirteen-things-to-visualize-about-covid-19-besides-case-loads-581fa90348dd?source=ifttt--------------2,Thirteen Things to Visualize About COVID-19 Besides Case Loads,Thirteen Things to Visualize About COVID-19 Besides Case Loads
"March 23, 2020 at 12:44AM","March 23, 2020 at 12:44AM",https://medium.com/nightingale/building-an-interactive-dashboard-in-less-than-50-lines-of-code-494b30a31905?source=ifttt--------------2,https://medium.com/nightingale/building-an-interactive-dashboard-in-less-than-50-lines-of-code-494b30a31905?source=ifttt--------------2,Building an Interactive Dashboard in Fewer Than 50 Lines of Code,Building an Interactive Dashboard in Fewer Than 50 Lines of Code
"March 24, 2020 at 10:49AM","March 24, 2020 at 10:49AM",https://medium.com/nightingale/ten-considerations-before-you-create-another-chart-about-covid-19-27d3bd691be8?source=ifttt--------------2,https://medium.com/nightingale/ten-considerations-before-you-create-another-chart-about-covid-19-27d3bd691be8?source=ifttt--------------2,Ten Considerations Before you Create another Chart about COVID-19,Ten Considerations Before you Create another Chart about COVID-19
"March 26, 2020 at 07:03PM","March 26, 2020 at 07:03PM",https://medium.com/better-programming/a-curated-list-of-100-cool-and-fun-public-apis-to-inspire-your-next-project-7600ce3e9b3?source=ifttt--------------2,https://medium.com/better-programming/a-curated-list-of-100-cool-and-fun-public-apis-to-inspire-your-next-project-7600ce3e9b3?source=ifttt--------------2,A Curated List of 100 Cool and Fun Public APIs to Inspire Your Next Project,A Curated List of 100 Cool and Fun Public APIs to Inspire Your Next Project
"March 26, 2020 at 10:55PM","March 26, 2020 at 10:55PM",https://medium.com/botsbrasil/bots-no-brasil-desafios-e-perspectivas-em-2019-3e7f6d39b6f9?source=ifttt--------------2,https://medium.com/botsbrasil/bots-no-brasil-desafios-e-perspectivas-em-2019-3e7f6d39b6f9?source=ifttt--------------2,"Bots no Brasil, desafios e perspectivas em 2019?","Bots no Brasil, desafios e perspectivas em 2019?"
"March 27, 2020 at 11:21PM","March 27, 2020 at 11:21PM",https://uxdesign.cc/of-robots-and-men-applying-asimovs-laws-of-robotics-to-user-experience-design-2e8b0a2c8116?source=ifttt--------------2,https://uxdesign.cc/of-robots-and-men-applying-asimovs-laws-of-robotics-to-user-experience-design-2e8b0a2c8116?source=ifttt--------------2,Of Robots and Men: applying Asimov's laws of robotics to user experience design,Of Robots and Men: applying Asimov's laws of robotics to user experience design
"April 1, 2020 at 10:29PM","April 1, 2020 at 10:29PM",https://towardsdatascience.com/pandas-equivalent-of-10-useful-sql-queries-f79428e60bd9?source=ifttt--------------2,https://towardsdatascience.com/pandas-equivalent-of-10-useful-sql-queries-f79428e60bd9?source=ifttt--------------2,Pandas equivalent of 10 useful SQL queries,Pandas equivalent of 10 useful SQL queries
"April 2, 2020 at 11:05PM","April 2, 2020 at 11:05PM",https://medium.com/angular-in-depth/building-interactive-lists-with-the-new-angular-7-drag-and-drop-tool-5f2402f8cb27?source=ifttt--------------2,https://medium.com/angular-in-depth/building-interactive-lists-with-the-new-angular-7-drag-and-drop-tool-5f2402f8cb27?source=ifttt--------------2,Building Interactive Lists with the new Angular 7 Drag and Drop tool,Building Interactive Lists with the new Angular 7 Drag and Drop tool
"April 3, 2020 at 07:04AM","April 3, 2020 at 07:04AM",https://medium.com/better-programming/how-to-use-vscode-like-a-pro-e120c428f45f?source=ifttt--------------2,https://medium.com/better-programming/how-to-use-vscode-like-a-pro-e120c428f45f?source=ifttt--------------2,The 25 Best VS Code Extensions,The 25 Best VS Code Extensions
"April 3, 2020 at 10:41PM","April 3, 2020 at 10:41PM",https://uxdesign.cc/double-diamonds-are-forever-b35120ccaeea?source=ifttt--------------2,https://uxdesign.cc/double-diamonds-are-forever-b35120ccaeea?source=ifttt--------------2,Are Double Diamonds forever?,Are Double Diamonds forever?
"April 4, 2020 at 09:31PM","April 4, 2020 at 09:31PM",https://uxdesign.cc/concepts-processes-and-terminology-oh-my-89d96fb2bad0?source=ifttt--------------2,https://uxdesign.cc/concepts-processes-and-terminology-oh-my-89d96fb2bad0?source=ifttt--------------2,"Concepts, processes, and terminology -- oh my!","Concepts, processes, and terminology -- oh my!"
"April 4, 2020 at 09:42PM","April 4, 2020 at 09:42PM",https://towardsdatascience.com/6-new-features-in-python-3-8-for-python-newbies-dc2e7b804acc?source=ifttt--------------2,https://towardsdatascience.com/6-new-features-in-python-3-8-for-python-newbies-dc2e7b804acc?source=ifttt--------------2,6 New Features in Python 3.8 for Python Newbies,6 New Features in Python 3.8 for Python Newbies
"April 4, 2020 at 09:50PM","April 4, 2020 at 09:50PM",https://medium.com/better-programming/creating-a-custom-pipe-for-your-angular-app-64b419a93f2a?source=ifttt--------------2,https://medium.com/better-programming/creating-a-custom-pipe-for-your-angular-app-64b419a93f2a?source=ifttt--------------2,Creating a Custom Pipe for your Angular app,Creating a Custom Pipe for your Angular app
"April 4, 2020 at 10:27PM","April 4, 2020 at 10:27PM",https://towardsdatascience.com/forecasting-with-python-and-tableau-dd37a218a1e5?source=ifttt--------------2,https://towardsdatascience.com/forecasting-with-python-and-tableau-dd37a218a1e5?source=ifttt--------------2,Forecasting with Python and Tableau,Forecasting with Python and Tableau
"April 4, 2020 at 10:30PM","April 4, 2020 at 10:30PM",https://towardsdatascience.com/jupyter-is-now-a-full-fledged-ide-c99218d33095?source=ifttt--------------2,https://towardsdatascience.com/jupyter-is-now-a-full-fledged-ide-c99218d33095?source=ifttt--------------2,Jupyter is now a full-fledged IDE,Jupyter is now a full-fledged IDE
"April 4, 2020 at 11:01PM","April 4, 2020 at 11:01PM",https://blog.usejournal.com/google-datastudio-vs-tableau-334af4009637?source=ifttt--------------2,https://blog.usejournal.com/google-datastudio-vs-tableau-334af4009637?source=ifttt--------------2,5 Reasons to switch from Tableau to Google DataStudio,5 Reasons to switch from Tableau to Google DataStudio
"April 6, 2020 at 09:54PM","April 6, 2020 at 09:54PM",https://uxdesign.cc/user-experience-the-rules-every-ux-designer-should-know-c882522eb7e0?source=ifttt--------------2,https://uxdesign.cc/user-experience-the-rules-every-ux-designer-should-know-c882522eb7e0?source=ifttt--------------2,The rules every UX designer should know,The rules every UX designer should know
"April 6, 2020 at 10:08PM","April 6, 2020 at 10:08PM",https://medium.com/better-programming/how-to-validate-angular-forms-with-reactive-forms-74ff6f5477d0?source=ifttt--------------2,https://medium.com/better-programming/how-to-validate-angular-forms-with-reactive-forms-74ff6f5477d0?source=ifttt--------------2,How to Validate Forms in Angular Using Reactive Forms,How to Validate Forms in Angular Using Reactive Forms
"April 9, 2020 at 12:14AM","April 9, 2020 at 12:14AM",https://medium.com/@ahmed.nafies/fastapi-with-sqlalchemy-postgresql-and-alembic-and-of-course-docker-f2b7411ee396?source=ifttt--------------2,https://medium.com/@ahmed.nafies/fastapi-with-sqlalchemy-postgresql-and-alembic-and-of-course-docker-f2b7411ee396?source=ifttt--------------2,"FastAPI with SQLAlchemy, PostgreSQL and Alembic and of course Docker","FastAPI with SQLAlchemy, PostgreSQL and Alembic and of course Docker"
"April 24, 2020 at 05:38PM","April 24, 2020 at 05:38PM",https://medium.com/data-rebels/fastapi-how-to-add-basic-and-cookie-authentication-a45c85ef47d3?source=ifttt--------------2,https://medium.com/data-rebels/fastapi-how-to-add-basic-and-cookie-authentication-a45c85ef47d3?source=ifttt--------------2,FastAPI -- How to add basic and cookie authentication,FastAPI -- How to add basic and cookie authentication
"April 24, 2020 at 05:43PM","April 24, 2020 at 05:43PM",https://medium.com/data-rebels/fastapi-authentication-revisited-enabling-api-key-authentication-122dc5975680?source=ifttt--------------2,https://medium.com/data-rebels/fastapi-authentication-revisited-enabling-api-key-authentication-122dc5975680?source=ifttt--------------2,FastAPI authentication revisited: Enabling API key authentication,FastAPI authentication revisited: Enabling API key authentication
"April 27, 2020 at 01:30AM","April 27, 2020 at 01:30AM",https://towardsdatascience.com/dashboards-are-dead-b9f12eeb2ad2?source=ifttt--------------2,https://towardsdatascience.com/dashboards-are-dead-b9f12eeb2ad2?source=ifttt--------------2,Dashboards are Dead,Dashboards are Dead
"April 28, 2020 at 11:25PM","April 28, 2020 at 11:25PM",https://medium.com/@tsirhc.lexa/why-dashboards-are-not-dead-cdc996e99ac6?source=ifttt--------------2,https://medium.com/@tsirhc.lexa/why-dashboards-are-not-dead-cdc996e99ac6?source=ifttt--------------2,Why dashboards are not dead,Why dashboards are not dead
"April 29, 2020 at 11:56PM","April 29, 2020 at 11:56PM",https://itnext.io/understanding-angular-reactive-forms-241f9ed42c56?source=ifttt--------------2,https://itnext.io/understanding-angular-reactive-forms-241f9ed42c56?source=ifttt--------------2,Understanding Angular Reactive Forms,Understanding Angular Reactive Forms
"May 1, 2020 at 12:03AM","May 1, 2020 at 12:03AM",https://itnext.io/angular-how-to-introduce-progress-bars-in-your-application-using-ngrx-abc9bf080c70?source=ifttt--------------2,https://itnext.io/angular-how-to-introduce-progress-bars-in-your-application-using-ngrx-abc9bf080c70?source=ifttt--------------2,Angular. How to Introduce Progress Bars in Your Application Using NgRx.,Angular. How to Introduce Progress Bars in Your Application Using NgRx.
"May 1, 2020 at 06:21PM","May 1, 2020 at 06:21PM",https://medium.com/nightingale/ux-in-interactive-dashboard-design-73af3d6dbaae?source=ifttt--------------2,https://medium.com/nightingale/ux-in-interactive-dashboard-design-73af3d6dbaae?source=ifttt--------------2,UX in Interactive Dashboard Design,UX in Interactive Dashboard Design
"May 2, 2020 at 11:38PM","May 2, 2020 at 11:38PM",https://forge.medium.com/learn-structured-thinking-in-3-minutes-550a2dc2123c?source=ifttt--------------2,https://forge.medium.com/learn-structured-thinking-in-3-minutes-550a2dc2123c?source=ifttt--------------2,This 3-Minute Exercise Will Change the Way You Solve Problems,This 3-Minute Exercise Will Change the Way You Solve Problems
"May 3, 2020 at 09:43PM","May 3, 2020 at 09:43PM",https://medium.com/swlh/creating-middlewares-with-python-flask-166bd03f2fd4?source=ifttt--------------2,https://medium.com/swlh/creating-middlewares-with-python-flask-166bd03f2fd4?source=ifttt--------------2,Creating Middlewares with Python Flask,Creating Middlewares with Python Flask
"May 3, 2020 at 09:43PM","May 3, 2020 at 09:43PM",https://towardsdatascience.com/excel-to-python-79b01638f2d9?source=ifttt--------------2,https://towardsdatascience.com/excel-to-python-79b01638f2d9?source=ifttt--------------2,Excel to Python,Excel to Python
"May 3, 2020 at 09:43PM","May 3, 2020 at 09:43PM",https://itnext.io/understanding-angular-life-cycle-hooks-91616f8946e3?source=ifttt--------------2,https://itnext.io/understanding-angular-life-cycle-hooks-91616f8946e3?source=ifttt--------------2,Understanding Angular Life Cycle Hooks,Understanding Angular Life Cycle Hooks
"May 5, 2020 at 01:35AM","May 5, 2020 at 01:35AM",https://towardsdatascience.com/introduction-to-pandas-equivalents-of-various-sql-queries-448fb57dd9b9?source=ifttt--------------2,https://towardsdatascience.com/introduction-to-pandas-equivalents-of-various-sql-queries-448fb57dd9b9?source=ifttt--------------2,Introduction to Pandas  Equivalents of Various SQL Queries,Introduction to Pandas  Equivalents of Various SQL Queries
"May 5, 2020 at 11:42PM","May 5, 2020 at 11:42PM",https://levelup.gitconnected.com/reactive-form-validation-with-smooth-scrolling-to-errors-in-angular-8-57fa63b2689d?source=ifttt--------------2,https://levelup.gitconnected.com/reactive-form-validation-with-smooth-scrolling-to-errors-in-angular-8-57fa63b2689d?source=ifttt--------------2,Reactive Form Validation with Smooth Scrolling to Errors in Angular 8,Reactive Form Validation with Smooth Scrolling to Errors in Angular 8
"May 7, 2020 at 12:09AM","May 7, 2020 at 12:09AM",https://medium.com/dataexplorations/sqlalchemy-orm-a-more-pythonic-way-of-interacting-with-your-database-935b57fd2d4d?source=ifttt--------------2,https://medium.com/dataexplorations/sqlalchemy-orm-a-more-pythonic-way-of-interacting-with-your-database-935b57fd2d4d?source=ifttt--------------2,"SQLAlchemy ORM -- a more ""Pythonic"" way of interacting with your database","SQLAlchemy ORM -- a more ""Pythonic"" way of interacting with your database"
"May 7, 2020 at 12:10AM","May 7, 2020 at 12:10AM",https://uxdesign.cc/a-ux-research-framework-to-speed-up-your-design-process-ae824a07a136?source=ifttt--------------2,https://uxdesign.cc/a-ux-research-framework-to-speed-up-your-design-process-ae824a07a136?source=ifttt--------------2,A UX Research framework to speed up your design process,A UX Research framework to speed up your design process
"May 7, 2020 at 06:20AM","May 7, 2020 at 06:20AM",https://uxdesign.cc/10-commandments-for-ui-design-29ee9687a4?source=ifttt--------------2,https://uxdesign.cc/10-commandments-for-ui-design-29ee9687a4?source=ifttt--------------2,10 Commandments for UI Design,10 Commandments for UI Design
"May 7, 2020 at 06:32AM","May 7, 2020 at 06:32AM",https://uxdesign.cc/10-essential-cognitive-behavior-patterns-for-ux-design-7f0cc2e00d31?source=ifttt--------------2,https://uxdesign.cc/10-essential-cognitive-behavior-patterns-for-ux-design-7f0cc2e00d31?source=ifttt--------------2,10 Essential Behavior Patterns for UX Design,10 Essential Behavior Patterns for UX Design
"May 7, 2020 at 11:48PM","May 7, 2020 at 11:48PM",https://medium.com/better-programming/8-vs-code-extensions-you-might-love-eba03d85fd4f?source=ifttt--------------2,https://medium.com/better-programming/8-vs-code-extensions-you-might-love-eba03d85fd4f?source=ifttt--------------2,8 VS Code Extensions You Might Love,8 VS Code Extensions You Might Love
"May 7, 2020 at 11:52PM","May 7, 2020 at 11:52PM",https://codeburst.io/vs-code-extensions-that-make-me-fall-love-in-programming-each-day-ccf05b24651e?source=ifttt--------------2,https://codeburst.io/vs-code-extensions-that-make-me-fall-love-in-programming-each-day-ccf05b24651e?source=ifttt--------------2,VS Code extensions that make me fall love in programming each day,VS Code extensions that make me fall love in programming each day
"May 8, 2020 at 12:04AM","May 8, 2020 at 12:04AM",https://medium.com/angular-in-depth/rxjs-in-angular-part-1c5409610d8e?source=ifttt--------------2,https://medium.com/angular-in-depth/rxjs-in-angular-part-1c5409610d8e?source=ifttt--------------2,RxJS in Angular: Part I,RxJS in Angular: Part I
"May 8, 2020 at 12:15AM","May 8, 2020 at 12:15AM",https://itnext.io/sqlalchemy-orm-connecting-to-postgresql-from-scratch-create-fetch-update-and-delete-a86bc81333dc?source=ifttt--------------2,https://itnext.io/sqlalchemy-orm-connecting-to-postgresql-from-scratch-create-fetch-update-and-delete-a86bc81333dc?source=ifttt--------------2,"SQLAlchemy ORM Connecting to PostgreSQL, from scratch, Create, Fetch, Update and Delete.","SQLAlchemy ORM Connecting to PostgreSQL, from scratch, Create, Fetch, Update and Delete."
"May 10, 2020 at 01:46AM","May 10, 2020 at 01:46AM",https://levelup.gitconnected.com/how-to-create-a-reusable-modal-dialog-component-in-angular-8-241cc738d260?source=ifttt--------------2,https://levelup.gitconnected.com/how-to-create-a-reusable-modal-dialog-component-in-angular-8-241cc738d260?source=ifttt--------------2,How to create a reusable Modal Dialog component in Angular 8,How to create a reusable Modal Dialog component in Angular 8
"May 14, 2020 at 04:20PM","May 14, 2020 at 04:20PM",https://builttoadapt.io/a-day-in-the-life-of-a-pivotal-engineer-b83558737910?source=ifttt--------------2,https://builttoadapt.io/a-day-in-the-life-of-a-pivotal-engineer-b83558737910?source=ifttt--------------2,A Day in the Life of a Pivotal Engineer,A Day in the Life of a Pivotal Engineer
"May 17, 2020 at 06:38PM","May 17, 2020 at 06:38PM",https://medium.com/better-programming/how-to-write-log-files-that-save-you-hours-of-time-1ff0cd9ae2ed?source=ifttt--------------2,https://medium.com/better-programming/how-to-write-log-files-that-save-you-hours-of-time-1ff0cd9ae2ed?source=ifttt--------------2,How to Write Log Files That Save You Hours of Time,How to Write Log Files That Save You Hours of Time
"May 17, 2020 at 06:46PM","May 17, 2020 at 06:46PM",https://medium.com/better-programming/angular-consistent-ui-with-layoutmodule-10516fd57a2f?source=ifttt--------------2,https://medium.com/better-programming/angular-consistent-ui-with-layoutmodule-10516fd57a2f?source=ifttt--------------2,Angular: Consistent UI With LayoutModule,Angular: Consistent UI With LayoutModule
"May 17, 2020 at 06:50PM","May 17, 2020 at 06:50PM",https://medium.com/better-programming/how-to-create-a-caching-service-for-angular-bfad6cbe82b0?source=ifttt--------------2,https://medium.com/better-programming/how-to-create-a-caching-service-for-angular-bfad6cbe82b0?source=ifttt--------------2,How To Create a Caching Service for Angular,How To Create a Caching Service for Angular
"May 17, 2020 at 11:00PM","May 17, 2020 at 11:00PM",https://medium.com/better-programming/sync-your-state-in-local-storage-with-ngrx-9d6ceba93fc0?source=ifttt--------------2,https://medium.com/better-programming/sync-your-state-in-local-storage-with-ngrx-9d6ceba93fc0?source=ifttt--------------2,Sync Your State in Local Storage With NgRx,Sync Your State in Local Storage With NgRx
"May 17, 2020 at 11:00PM","May 17, 2020 at 11:00PM",https://towardsdatascience.com/getting-started-with-data-visualisation-7b3ae8ca71ba?source=ifttt--------------2,https://towardsdatascience.com/getting-started-with-data-visualisation-7b3ae8ca71ba?source=ifttt--------------2,Getting started with Data Visualisation,Getting started with Data Visualisation
"May 19, 2020 at 06:58AM","May 19, 2020 at 06:58AM",https://medium.com/@SoftwareDevelopmentCommunity/what-is-service-oriented-architecture-fa894d11a7ec?source=ifttt--------------2,https://medium.com/@SoftwareDevelopmentCommunity/what-is-service-oriented-architecture-fa894d11a7ec?source=ifttt--------------2,What Is Service-Oriented Architecture?,What Is Service-Oriented Architecture?
"May 19, 2020 at 07:04AM","May 19, 2020 at 07:04AM",https://medium.com/angular-in-depth/scully-the-static-site-generator-for-angular-d0608cb028ae?source=ifttt--------------2,https://medium.com/angular-in-depth/scully-the-static-site-generator-for-angular-d0608cb028ae?source=ifttt--------------2,"Scully, the Static Site Generator for Angular","Scully, the Static Site Generator for Angular"
"May 19, 2020 at 11:32PM","May 19, 2020 at 11:32PM",https://medium.com/botsbrasil/fluxogramas-para-interfaces-conversacionais-16e8e16a7fca?source=ifttt--------------2,https://medium.com/botsbrasil/fluxogramas-para-interfaces-conversacionais-16e8e16a7fca?source=ifttt--------------2,Fluxogramas para Interfaces Conversacionais,Fluxogramas para Interfaces Conversacionais
"May 20, 2020 at 05:42AM","May 20, 2020 at 05:42AM",https://medium.com/@peter.jp.xie/rest-api-testing-using-python-751022c364b8?source=ifttt--------------2,https://medium.com/@peter.jp.xie/rest-api-testing-using-python-751022c364b8?source=ifttt--------------2,REST API testing using Python,REST API testing using Python
"May 20, 2020 at 05:44AM","May 20, 2020 at 05:44AM",https://uxdesign.cc/20-examples-of-psychological-principles-applied-to-product-design-a0d3ecaeb214?source=ifttt--------------2,https://uxdesign.cc/20-examples-of-psychological-principles-applied-to-product-design-a0d3ecaeb214?source=ifttt--------------2,20 psychological principles applied to product design,20 psychological principles applied to product design
"May 21, 2020 at 12:44AM","May 21, 2020 at 12:44AM",https://towardsdatascience.com/a-beginners-guide-to-business-dashboards-981a8192a967?source=ifttt--------------2,https://towardsdatascience.com/a-beginners-guide-to-business-dashboards-981a8192a967?source=ifttt--------------2,A Beginner's Guide to Business Dashboards,A Beginner's Guide to Business Dashboards
"May 21, 2020 at 05:57AM","May 21, 2020 at 05:57AM",https://medium.com/better-programming/a-generic-http-service-approach-for-angular-applications-a7bd8ff6a068?source=ifttt--------------2,https://medium.com/better-programming/a-generic-http-service-approach-for-angular-applications-a7bd8ff6a068?source=ifttt--------------2,A Generic HTTP Service Approach for Angular Applications,A Generic HTTP Service Approach for Angular Applications
"May 22, 2020 at 12:46AM","May 22, 2020 at 12:46AM",https://towardsdatascience.com/53-python-interview-questions-and-answers-91fa311eec3f?source=ifttt--------------2,https://towardsdatascience.com/53-python-interview-questions-and-answers-91fa311eec3f?source=ifttt--------------2,53 Python Interview Questions and Answers,53 Python Interview Questions and Answers
"May 22, 2020 at 12:53AM","May 22, 2020 at 12:53AM",https://uxdesign.cc/build-an-app-without-writing-a-single-line-of-code-with-google-sheets-and-glide-1efcb0173055?source=ifttt--------------2,https://uxdesign.cc/build-an-app-without-writing-a-single-line-of-code-with-google-sheets-and-glide-1efcb0173055?source=ifttt--------------2,Build an app without writing a single line of code: with Google Sheets and Glide,Build an app without writing a single line of code: with Google Sheets and Glide
"May 22, 2020 at 01:21AM","May 22, 2020 at 01:21AM",https://towardsdatascience.com/building-a-real-time-dashboard-using-python-plotly-library-and-web-service-145f50d204f0?source=ifttt--------------2,https://towardsdatascience.com/building-a-real-time-dashboard-using-python-plotly-library-and-web-service-145f50d204f0?source=ifttt--------------2,Building A Real-time Dashboard Using Python Plotly Library And Web Service,Building A Real-time Dashboard Using Python Plotly Library And Web Service
"May 24, 2020 at 12:14AM","May 24, 2020 at 12:14AM",https://levelup.gitconnected.com/the-easiest-way-to-host-a-multi-page-dashboard-using-python-dash-and-linux-for-beginners-78a78e821ba?source=ifttt--------------2,https://levelup.gitconnected.com/the-easiest-way-to-host-a-multi-page-dashboard-using-python-dash-and-linux-for-beginners-78a78e821ba?source=ifttt--------------2,"The Easiest Way to Host a Multi-page Dashboard using Python, Dash, and Linux for Beginners","The Easiest Way to Host a Multi-page Dashboard using Python, Dash, and Linux for Beginners"
"May 24, 2020 at 12:17AM","May 24, 2020 at 12:17AM",https://medium.com/better-programming/why-bother-using-property-decorators-in-python-935c425f86ed?source=ifttt--------------2,https://medium.com/better-programming/why-bother-using-property-decorators-in-python-935c425f86ed?source=ifttt--------------2,Why Bother Using Property Decorators in Python?,Why Bother Using Property Decorators in Python?
"May 24, 2020 at 12:25AM","May 24, 2020 at 12:25AM",https://medium.com/better-programming/python-functions-lambdas-closures-decorators-and-currying-83165d099abe?source=ifttt--------------2,https://medium.com/better-programming/python-functions-lambdas-closures-decorators-and-currying-83165d099abe?source=ifttt--------------2,"Python Functions: Lambdas, Closures, Decorators, and Currying","Python Functions: Lambdas, Closures, Decorators, and Currying"
"May 29, 2020 at 02:53AM","May 29, 2020 at 02:53AM",https://medium.com/swlh/change-the-way-you-write-python-code-with-one-extra-character-6665b73803c1?source=ifttt--------------2,https://medium.com/swlh/change-the-way-you-write-python-code-with-one-extra-character-6665b73803c1?source=ifttt--------------2,Change The Way You Write Python Code With One Extra Character,Change The Way You Write Python Code With One Extra Character
"June 3, 2020 at 04:54AM","June 3, 2020 at 04:54AM",https://medium.com/swlh/three-decorators-commonly-used-in-python-custom-classes-acc34a145dcf?source=ifttt--------------2,https://medium.com/swlh/three-decorators-commonly-used-in-python-custom-classes-acc34a145dcf?source=ifttt--------------2,Three Decorators Commonly Used in Python Custom Classes,Three Decorators Commonly Used in Python Custom Classes
"June 4, 2020 at 06:18PM","June 4, 2020 at 06:18PM",https://towardsdatascience.com/5-fabulous-python-packages-for-data-science-nobody-knows-about-9fa192f312e4?source=ifttt--------------2,https://towardsdatascience.com/5-fabulous-python-packages-for-data-science-nobody-knows-about-9fa192f312e4?source=ifttt--------------2,5 Fabulous Python Packages For Data-Science Nobody Knows About,5 Fabulous Python Packages For Data-Science Nobody Knows About
"June 6, 2020 at 09:12PM","June 6, 2020 at 09:12PM",https://towardsdatascience.com/the-end-of-flask-in-data-science-738920090ed9?source=ifttt--------------2,https://towardsdatascience.com/the-end-of-flask-in-data-science-738920090ed9?source=ifttt--------------2,The End of Flask in Data Science,The End of Flask in Data Science
"June 6, 2020 at 09:18PM","June 6, 2020 at 09:18PM",https://medium.com/better-programming/document-your-python-code-without-writing-documentation-2d8bf3a42e1a?source=ifttt--------------2,https://medium.com/better-programming/document-your-python-code-without-writing-documentation-2d8bf3a42e1a?source=ifttt--------------2,Document Your Python Code Without Writing Documentation,Document Your Python Code Without Writing Documentation
"June 6, 2020 at 09:34PM","June 6, 2020 at 09:34PM",https://towardsdatascience.com/part-2-will-streamlit-cause-the-extinction-of-flask-395d282296ed?source=ifttt--------------2,https://towardsdatascience.com/part-2-will-streamlit-cause-the-extinction-of-flask-395d282296ed?source=ifttt--------------2,Will Streamlit cause the extinction of Flask?,Will Streamlit cause the extinction of Flask?
"June 6, 2020 at 09:35PM","June 6, 2020 at 09:35PM",https://towardsdatascience.com/is-genie-better-than-flask-aa87717e9c8?source=ifttt--------------2,https://towardsdatascience.com/is-genie-better-than-flask-aa87717e9c8?source=ifttt--------------2,Is Genie Better Than Flask?,Is Genie Better Than Flask?
"June 6, 2020 at 09:41PM","June 6, 2020 at 09:41PM",https://towardsdatascience.com/learning-to-use-progress-bars-in-python-2dc436de81e5?source=ifttt--------------2,https://towardsdatascience.com/learning-to-use-progress-bars-in-python-2dc436de81e5?source=ifttt--------------2,Learning to Use Progress Bars in Python,Learning to Use Progress Bars in Python
"June 6, 2020 at 09:52PM","June 6, 2020 at 09:52PM",https://towardsdatascience.com/how-to-organize-your-data-science-articles-with-github-b5b9427dad37?source=ifttt--------------2,https://towardsdatascience.com/how-to-organize-your-data-science-articles-with-github-b5b9427dad37?source=ifttt--------------2,How to Organize your Data Science Articles with Github,How to Organize your Data Science Articles with Github
"June 6, 2020 at 10:32PM","June 6, 2020 at 10:32PM",https://medium.com/analytics-vidhya/asyncio-moving-towards-the-async-future-of-python-28d3231608?source=ifttt--------------2,https://medium.com/analytics-vidhya/asyncio-moving-towards-the-async-future-of-python-28d3231608?source=ifttt--------------2,Asyncio -- Moving towards the async future of Python,Asyncio -- Moving towards the async future of Python
"June 6, 2020 at 10:38PM","June 6, 2020 at 10:38PM",https://medium.com/better-programming/how-to-write-python-decorators-that-take-parameters-b5a07d7fe393?source=ifttt--------------2,https://medium.com/better-programming/how-to-write-python-decorators-that-take-parameters-b5a07d7fe393?source=ifttt--------------2,How to Write Python Decorators That Take Parameters,How to Write Python Decorators That Take Parameters
"June 8, 2020 at 05:57PM","June 8, 2020 at 05:57PM",https://towardsdatascience.com/how-to-build-a-great-dashboard-ee0518c3d3f7?source=ifttt--------------2,https://towardsdatascience.com/how-to-build-a-great-dashboard-ee0518c3d3f7?source=ifttt--------------2,How to Build a Great Dashboard,How to Build a Great Dashboard
"June 8, 2020 at 06:38PM","June 8, 2020 at 06:38PM",https://towardsdatascience.com/level-up-your-code-with-python-decorators-c1966d78607?source=ifttt--------------2,https://towardsdatascience.com/level-up-your-code-with-python-decorators-c1966d78607?source=ifttt--------------2,Level up your code with Python decorators,Level up your code with Python decorators
