bookmarked_at,BookmarkedAt,post_url,PostUrl,post_title,PostTitle
"February 18, 2021 at 07:54PM","February 18, 2021 at 07:54PM",https://medium.com/free-code-camp/which-is-better-data-driven-or-data-informed-cba4d2c9cf42?source=ifttt--------------2,https://medium.com/free-code-camp/which-is-better-data-driven-or-data-informed-cba4d2c9cf42?source=ifttt--------------2,Which is better? Data-Driven or Data-Informed?,Which is better? Data-Driven or Data-Informed?
"February 18, 2021 at 07:55PM","February 18, 2021 at 07:55PM",https://towardsdatascience.com/an-overview-of-business-metrics-for-data-driven-companies-b0f698710da1?source=ifttt--------------2,https://towardsdatascience.com/an-overview-of-business-metrics-for-data-driven-companies-b0f698710da1?source=ifttt--------------2,An Overview of Business Metrics for Data-Driven Companies,An Overview of Business Metrics for Data-Driven Companies
"February 18, 2021 at 07:55PM","February 18, 2021 at 07:55PM",https://booking.design/informed-by-data-driven-by-empathy-an-introduction-to-user-experience-research-at-booking-com-45a0b68445cd?source=ifttt--------------2,https://booking.design/informed-by-data-driven-by-empathy-an-introduction-to-user-experience-research-at-booking-com-45a0b68445cd?source=ifttt--------------2,"Informed by data, driven by empathy: an introduction to user experience research at Booking.com","Informed by data, driven by empathy: an introduction to user experience research at Booking.com"
"February 18, 2021 at 07:56PM","February 18, 2021 at 07:56PM",https://medium.com/innovation-machine/the-data-driven-corporation-259b5b84f9c9?source=ifttt--------------2,https://medium.com/innovation-machine/the-data-driven-corporation-259b5b84f9c9?source=ifttt--------------2,How to build a data-driven culture,How to build a data-driven culture
"February 18, 2021 at 07:56PM","February 18, 2021 at 07:56PM",https://productcoalition.com/how-to-become-a-data-driven-product-manager-6944219918ed?source=ifttt--------------2,https://productcoalition.com/how-to-become-a-data-driven-product-manager-6944219918ed?source=ifttt--------------2,How to Become a Data-Driven Product Manager,How to Become a Data-Driven Product Manager
"February 18, 2021 at 07:56PM","February 18, 2021 at 07:56PM",https://towardsdatascience.com/data-driven-product-management-by-taner-akcok-ffd421cfa8d3?source=ifttt--------------2,https://towardsdatascience.com/data-driven-product-management-by-taner-akcok-ffd421cfa8d3?source=ifttt--------------2,Data Driven Product Management,Data Driven Product Management
"February 18, 2021 at 07:56PM","February 18, 2021 at 07:56PM",https://uxdesign.cc/data-driven-ux-with-google-analytics-cae75ac1f123?source=ifttt--------------2,https://uxdesign.cc/data-driven-ux-with-google-analytics-cae75ac1f123?source=ifttt--------------2,Data-driven UX with Google Analytics,Data-driven UX with Google Analytics
"February 19, 2021 at 11:22PM","February 19, 2021 at 11:22PM",https://uxplanet.org/why-are-so-few-product-managers-user-researchers-or-data-scientists-4d650945f61f?source=ifttt--------------2,https://uxplanet.org/why-are-so-few-product-managers-user-researchers-or-data-scientists-4d650945f61f?source=ifttt--------------2,Why are so few product managers user researchers or data scientists?,Why are so few product managers user researchers or data scientists?
"February 20, 2021 at 11:44AM","February 20, 2021 at 11:44AM",https://uxdesign.cc/building-internal-tools-a-mindset-shift-for-product-people-be56610377c0?source=ifttt--------------2,https://uxdesign.cc/building-internal-tools-a-mindset-shift-for-product-people-be56610377c0?source=ifttt--------------2,Building internal tools: A mindset shift for product people,Building internal tools: A mindset shift for product people
"February 20, 2021 at 02:45PM","February 20, 2021 at 02:45PM",https://uxdesign.cc/how-to-funnel-user-feedback-into-problem-statements-c3b940e2cecc?source=ifttt--------------2,https://uxdesign.cc/how-to-funnel-user-feedback-into-problem-statements-c3b940e2cecc?source=ifttt--------------2,How to funnel user feedback into problem statements,How to funnel user feedback into problem statements
"February 21, 2021 at 12:17AM","February 21, 2021 at 12:17AM",https://medium.com/pcmag-access/10-free-data-visualization-tools-3551d44ae7ba?source=ifttt--------------2,https://medium.com/pcmag-access/10-free-data-visualization-tools-3551d44ae7ba?source=ifttt--------------2,10 Free Data Visualization Tools,10 Free Data Visualization Tools
"February 21, 2021 at 12:35AM","February 21, 2021 at 12:35AM",https://towardsdatascience.com/8-rules-for-optimal-use-of-color-in-data-visualization-b283ae1fc1e2?source=ifttt--------------2,https://towardsdatascience.com/8-rules-for-optimal-use-of-color-in-data-visualization-b283ae1fc1e2?source=ifttt--------------2,8 Rules for optimal use of color in data visualization,8 Rules for optimal use of color in data visualization
"February 21, 2021 at 12:49AM","February 21, 2021 at 12:49AM",https://medium.com/curious/it-is-time-to-organize-your-digital-files-73dcf2eb3cd4?source=ifttt--------------2,https://medium.com/curious/it-is-time-to-organize-your-digital-files-73dcf2eb3cd4?source=ifttt--------------2,It Is Time to Organize Your Digital Files,It Is Time to Organize Your Digital Files
"February 21, 2021 at 12:53AM","February 21, 2021 at 12:53AM",https://medium.com/nightingale/yet-another-alternative-for-bar-charts-introducing-the-snail-chart-4fe69b938594?source=ifttt--------------2,https://medium.com/nightingale/yet-another-alternative-for-bar-charts-introducing-the-snail-chart-4fe69b938594?source=ifttt--------------2,Yet Another Alternative for Bar Charts: Introducing The Snail Chart,Yet Another Alternative for Bar Charts: Introducing The Snail Chart
"February 21, 2021 at 12:53AM","February 21, 2021 at 12:53AM",https://towardsdatascience.com/9-data-visualization-tools-that-you-cannot-miss-in-2019-3ff23222a927?source=ifttt--------------2,https://towardsdatascience.com/9-data-visualization-tools-that-you-cannot-miss-in-2019-3ff23222a927?source=ifttt--------------2,9 Data Visualization Tools That You Cannot Miss in 2019,9 Data Visualization Tools That You Cannot Miss in 2019
"February 21, 2021 at 12:53AM","February 21, 2021 at 12:53AM",https://towardsdatascience.com/5-amazing-tips-for-data-visualization-990fdb19c396?source=ifttt--------------2,https://towardsdatascience.com/5-amazing-tips-for-data-visualization-990fdb19c396?source=ifttt--------------2,5 Amazing Tips for Data Visualization,5 Amazing Tips for Data Visualization
"February 21, 2021 at 12:53AM","February 21, 2021 at 12:53AM",https://towardsdatascience.com/automate-whatsapp-messages-with-python-6c1d71444ffa?source=ifttt--------------2,https://towardsdatascience.com/automate-whatsapp-messages-with-python-6c1d71444ffa?source=ifttt--------------2,Automate WhatsApp Messages With Python,Automate WhatsApp Messages With Python
"February 21, 2021 at 12:55AM","February 21, 2021 at 12:55AM",https://towardsdatascience.com/a-b-testing-a-complete-guide-to-statistical-testing-e3f1db140499?source=ifttt--------------2,https://towardsdatascience.com/a-b-testing-a-complete-guide-to-statistical-testing-e3f1db140499?source=ifttt--------------2,A/B Testing -- A complete guide to statistical testing,A/B Testing -- A complete guide to statistical testing
"February 21, 2021 at 12:56AM","February 21, 2021 at 12:56AM",https://uxdesign.cc/why-you-should-treat-your-roadmap-process-as-a-product-itself-32d26c7ccbff?source=ifttt--------------2,https://uxdesign.cc/why-you-should-treat-your-roadmap-process-as-a-product-itself-32d26c7ccbff?source=ifttt--------------2,Why you should treat your roadmap process as a product itself,Why you should treat your roadmap process as a product itself
"February 21, 2021 at 07:07AM","February 21, 2021 at 07:07AM",https://medium.com/swlh/what-every-product-manager-should-know-about-ab-testing-7e7619fe4533?source=ifttt--------------2,https://medium.com/swlh/what-every-product-manager-should-know-about-ab-testing-7e7619fe4533?source=ifttt--------------2,What every product manager should know about AB Testing,What every product manager should know about AB Testing
"February 21, 2021 at 07:10AM","February 21, 2021 at 07:10AM",https://medium.com/serious-scrum/the-7-books-product-owners-should-read-to-create-a-value-driven-mindset-b6ead4b7505c?source=ifttt--------------2,https://medium.com/serious-scrum/the-7-books-product-owners-should-read-to-create-a-value-driven-mindset-b6ead4b7505c?source=ifttt--------------2,The 7 Books Product Owners Should Read to Create a Value-Driven Mindset,The 7 Books Product Owners Should Read to Create a Value-Driven Mindset
"February 21, 2021 at 07:22AM","February 21, 2021 at 07:22AM",https://medium.com/swlh/how-to-start-a-business-in-an-afternoon-using-python-and-dash-48a8cb08f290?source=ifttt--------------2,https://medium.com/swlh/how-to-start-a-business-in-an-afternoon-using-python-and-dash-48a8cb08f290?source=ifttt--------------2,How to Start a Business in an Afternoon Using Python and Dash,How to Start a Business in an Afternoon Using Python and Dash
"February 21, 2021 at 03:50PM","February 21, 2021 at 03:50PM",https://towardsdatascience.com/streamlit-vs-dash-vs-shiny-vs-voila-vs-flask-vs-jupyter-24739ab5d569?source=ifttt--------------2,https://towardsdatascience.com/streamlit-vs-dash-vs-shiny-vs-voila-vs-flask-vs-jupyter-24739ab5d569?source=ifttt--------------2,Streamlit vs. Dash vs. Shiny vs. Voila vs. Flask vs. Jupyter,Streamlit vs. Dash vs. Shiny vs. Voila vs. Flask vs. Jupyter
"February 21, 2021 at 03:51PM","February 21, 2021 at 03:51PM",https://medium.com/better-humans/keep-your-graphs-and-charts-honest-by-avoiding-these-common-data-visualization-pitfalls-6d2d717a3f0?source=ifttt--------------2,https://medium.com/better-humans/keep-your-graphs-and-charts-honest-by-avoiding-these-common-data-visualization-pitfalls-6d2d717a3f0?source=ifttt--------------2,Keep your graphs and charts honest by avoiding these common data visualization pitfalls.,Keep your graphs and charts honest by avoiding these common data visualization pitfalls.
"February 21, 2021 at 04:04PM","February 21, 2021 at 04:04PM",https://uxplanet.org/10-great-figma-plugins-for-designers-b904c16f9d8f?source=ifttt--------------2,https://uxplanet.org/10-great-figma-plugins-for-designers-b904c16f9d8f?source=ifttt--------------2,10 Great Figma Plugins for Designers,10 Great Figma Plugins for Designers
"February 21, 2021 at 04:05PM","February 21, 2021 at 04:05PM",https://blog.prototypr.io/text-field-redesign-d3f15c00daec?source=ifttt--------------2,https://blog.prototypr.io/text-field-redesign-d3f15c00daec?source=ifttt--------------2,Form inputs redesigned,Form inputs redesigned
"February 21, 2021 at 04:44PM","February 21, 2021 at 04:44PM",https://uxplanet.org/15-terms-you-need-to-get-used-to-as-a-ux-designer-52b593566b7a?source=ifttt--------------2,https://uxplanet.org/15-terms-you-need-to-get-used-to-as-a-ux-designer-52b593566b7a?source=ifttt--------------2,15 Terms You Need to Get Used to As a UX Designer,15 Terms You Need to Get Used to As a UX Designer
"February 21, 2021 at 06:46PM","February 21, 2021 at 06:46PM",https://uxplanet.org/creating-a-ux-design-style-guide-for-your-team-e756210865a4?source=ifttt--------------2,https://uxplanet.org/creating-a-ux-design-style-guide-for-your-team-e756210865a4?source=ifttt--------------2,Creating a UX design style guide for your team,Creating a UX design style guide for your team
"February 21, 2021 at 09:36PM","February 21, 2021 at 09:36PM",https://medium.com/nightingale/what-is-data-scaffolding-71ea00fdef94?source=ifttt--------------2,https://medium.com/nightingale/what-is-data-scaffolding-71ea00fdef94?source=ifttt--------------2,What is Data Scaffolding?,What is Data Scaffolding?
"February 21, 2021 at 10:42PM","February 21, 2021 at 10:42PM",https://medium.com/activewizards-machine-learning-company/intro-to-grafana-installation-configuration-and-building-the-first-dashboard-bf408747e6a8?source=ifttt--------------2,https://medium.com/activewizards-machine-learning-company/intro-to-grafana-installation-configuration-and-building-the-first-dashboard-bf408747e6a8?source=ifttt--------------2,"Intro to Grafana: Installation, Configuration, and Building the First Dashboard","Intro to Grafana: Installation, Configuration, and Building the First Dashboard"
"February 21, 2021 at 10:42PM","February 21, 2021 at 10:42PM",https://medium.com/flant-com/grafana-statusmap-panel-plugin-030-2a7a12a19784?source=ifttt--------------2,https://medium.com/flant-com/grafana-statusmap-panel-plugin-030-2a7a12a19784?source=ifttt--------------2,Grafana statusmap panel 0.3.0 and what it brings,Grafana statusmap panel 0.3.0 and what it brings
"February 21, 2021 at 10:43PM","February 21, 2021 at 10:43PM",https://medium.datadriveninvestor.com/use-grafana-to-present-epidemic-data-b6d952df13f6?source=ifttt--------------2,https://medium.datadriveninvestor.com/use-grafana-to-present-epidemic-data-b6d952df13f6?source=ifttt--------------2,Use Grafana to Present Epidemic Data,Use Grafana to Present Epidemic Data
"February 22, 2021 at 07:12AM","February 22, 2021 at 07:12AM",https://towardsdatascience.com/interactive-data-visualization-with-vega-ab09e2843d54?source=ifttt--------------2,https://towardsdatascience.com/interactive-data-visualization-with-vega-ab09e2843d54?source=ifttt--------------2,Interactive Data Visualization with Vega,Interactive Data Visualization with Vega
"February 22, 2021 at 07:19AM","February 22, 2021 at 07:19AM",https://medium.com/@kristw/create-visualizations-with-vega-on-your-machine-using-your-preferred-editor-529e1be875c0?source=ifttt--------------2,https://medium.com/@kristw/create-visualizations-with-vega-on-your-machine-using-your-preferred-editor-529e1be875c0?source=ifttt--------------2,Create visualizations with vega on your machine using your preferred editor,Create visualizations with vega on your machine using your preferred editor
"February 22, 2021 at 03:22PM","February 22, 2021 at 03:22PM",https://medium.com/data-science-at-microsoft/break-your-bar-chart-habit-26c5d0085099?source=ifttt--------------2,https://medium.com/data-science-at-microsoft/break-your-bar-chart-habit-26c5d0085099?source=ifttt--------------2,Break your bar chart habit,Break your bar chart habit
"February 22, 2021 at 03:26PM","February 22, 2021 at 03:26PM",https://medium.com/nightingale/data-vis-therapy-5e3688aac511?source=ifttt--------------2,https://medium.com/nightingale/data-vis-therapy-5e3688aac511?source=ifttt--------------2,"Data Visualization ""Therapy""","Data Visualization ""Therapy"""
"February 22, 2021 at 08:36PM","February 22, 2021 at 08:36PM",https://medium.com/data-science-at-microsoft/its-all-yours-the-why-and-how-of-visualization-branding-183b6feda8db?source=ifttt--------------2,https://medium.com/data-science-at-microsoft/its-all-yours-the-why-and-how-of-visualization-branding-183b6feda8db?source=ifttt--------------2,It's all yours: The why and how of visualization branding,It's all yours: The why and how of visualization branding
"February 24, 2021 at 12:25AM","February 24, 2021 at 12:25AM",https://towardsdatascience.com/why-visual-literacy-is-essential-to-good-data-visualization-5b9dffb5aa6f?source=ifttt--------------2,https://towardsdatascience.com/why-visual-literacy-is-essential-to-good-data-visualization-5b9dffb5aa6f?source=ifttt--------------2,Why visual literacy is essential to good data visualization,Why visual literacy is essential to good data visualization
"February 24, 2021 at 01:13AM","February 24, 2021 at 01:13AM",https://medium.com/analytics-vidhya/top-10-most-useful-charts-in-data-visualization-a4c9365d03e4?source=ifttt--------------2,https://medium.com/analytics-vidhya/top-10-most-useful-charts-in-data-visualization-a4c9365d03e4?source=ifttt--------------2,Top 10 Most Useful Charts In Data Visualization,Top 10 Most Useful Charts In Data Visualization
"February 24, 2021 at 01:17AM","February 24, 2021 at 01:17AM",https://medium.com/swlh/what-is-the-difference-between-a-ui-ux-designer-and-a-product-designer-a8db26069e1e?source=ifttt--------------2,https://medium.com/swlh/what-is-the-difference-between-a-ui-ux-designer-and-a-product-designer-a8db26069e1e?source=ifttt--------------2,What Is the Difference Between a UI/UX Designer and a Product Designer?,What Is the Difference Between a UI/UX Designer and a Product Designer?
"February 25, 2021 at 12:40AM","February 25, 2021 at 12:40AM",https://medium.com/@guillermo.esquivel.j/whats-so-special-about-waterfall-charts-1db3cdd33734?source=ifttt--------------2,https://medium.com/@guillermo.esquivel.j/whats-so-special-about-waterfall-charts-1db3cdd33734?source=ifttt--------------2,What's so Special About Waterfall Charts?,What's so Special About Waterfall Charts?
"February 25, 2021 at 12:41AM","February 25, 2021 at 12:41AM",https://medium.com/swlh/why-you-cant-skip-learning-data-visualization-6314896ccdc0?source=ifttt--------------2,https://medium.com/swlh/why-you-cant-skip-learning-data-visualization-6314896ccdc0?source=ifttt--------------2,Why You Can't Skip Learning Data Visualization,Why You Can't Skip Learning Data Visualization
"February 25, 2021 at 11:57PM","February 25, 2021 at 11:57PM",https://medium.economist.com/why-you-sometimes-need-to-break-the-rules-in-data-viz-4d8ece284919?source=ifttt--------------2,https://medium.economist.com/why-you-sometimes-need-to-break-the-rules-in-data-viz-4d8ece284919?source=ifttt--------------2,Why you sometimes need to break the rules in data viz,Why you sometimes need to break the rules in data viz
"February 26, 2021 at 01:50PM","February 26, 2021 at 01:50PM",https://medium.com/@scribblr42/the-future-of-dashboards-is-dashboardless-6f746ea7d850?source=ifttt--------------2,https://medium.com/@scribblr42/the-future-of-dashboards-is-dashboardless-6f746ea7d850?source=ifttt--------------2,The Future of Dashboards is Dashboardless,The Future of Dashboards is Dashboardless
"February 26, 2021 at 09:10PM","February 26, 2021 at 09:10PM",https://uxdesign.cc/how-to-create-visualizations-about-complex-topics-53d526550fd2?source=ifttt--------------2,https://uxdesign.cc/how-to-create-visualizations-about-complex-topics-53d526550fd2?source=ifttt--------------2,How to create visualizations about complex topics,How to create visualizations about complex topics
"February 27, 2021 at 12:54AM","February 27, 2021 at 12:54AM",https://medium.com/data-studio/dashboards-close-million-dollar-deals-1dd3e1763068?source=ifttt--------------2,https://medium.com/data-studio/dashboards-close-million-dollar-deals-1dd3e1763068?source=ifttt--------------2,Dashboards Close Million Dollar Deals,Dashboards Close Million Dollar Deals
"February 27, 2021 at 12:55AM","February 27, 2021 at 12:55AM",https://towardsdatascience.com/next-level-data-visualization-f00cb31f466e?source=ifttt--------------2,https://towardsdatascience.com/next-level-data-visualization-f00cb31f466e?source=ifttt--------------2,Next level data visualization,Next level data visualization
"February 27, 2021 at 12:56AM","February 27, 2021 at 12:56AM",https://towardsdatascience.com/analyzing-my-own-linkedin-data-24df63a9dc28?source=ifttt--------------2,https://towardsdatascience.com/analyzing-my-own-linkedin-data-24df63a9dc28?source=ifttt--------------2,Analyzing My Own LinkedIn Data,Analyzing My Own LinkedIn Data
"February 27, 2021 at 02:37AM","February 27, 2021 at 02:37AM",https://towardsdatascience.com/i-studied-365-data-visualizations-in-2020-ac1e0fc9799c?source=ifttt--------------2,https://towardsdatascience.com/i-studied-365-data-visualizations-in-2020-ac1e0fc9799c?source=ifttt--------------2, I Studied 365 Data Visualizations in 2020, I Studied 365 Data Visualizations in 2020
"February 27, 2021 at 02:38AM","February 27, 2021 at 02:38AM",https://uxdesign.cc/the-data-visualizations-that-helped-us-understand-2020-6447790f821?source=ifttt--------------2,https://uxdesign.cc/the-data-visualizations-that-helped-us-understand-2020-6447790f821?source=ifttt--------------2,The data visualizations that helped us understand 2020,The data visualizations that helped us understand 2020
"February 27, 2021 at 02:40AM","February 27, 2021 at 02:40AM",https://medium.com/nightingale/three-dynamic-texts-to-include-in-every-dashboard-5ff5777da76f?source=ifttt--------------2,https://medium.com/nightingale/three-dynamic-texts-to-include-in-every-dashboard-5ff5777da76f?source=ifttt--------------2,Three Dynamic Texts to Include in Every Dashboard,Three Dynamic Texts to Include in Every Dashboard
"February 27, 2021 at 08:16PM","February 27, 2021 at 08:16PM",https://towardsdatascience.com/how-to-create-online-survey-for-free-with-surveyjs-and-google-sheets-d9a782d0f458?source=ifttt--------------2,https://towardsdatascience.com/how-to-create-online-survey-for-free-with-surveyjs-and-google-sheets-d9a782d0f458?source=ifttt--------------2,How to create online survey for free with SurveyJS and Google Sheets,How to create online survey for free with SurveyJS and Google Sheets
"February 28, 2021 at 12:08AM","February 28, 2021 at 12:08AM",https://medium.com/swlh/grafana-vs-kibana-vs-knowi-battle-royale-2020-ef8e6291bb37?source=ifttt--------------2,https://medium.com/swlh/grafana-vs-kibana-vs-knowi-battle-royale-2020-ef8e6291bb37?source=ifttt--------------2,Grafana Vs Kibana Vs Knowi: Battle Royale 2020,Grafana Vs Kibana Vs Knowi: Battle Royale 2020
"February 28, 2021 at 06:20AM","February 28, 2021 at 06:20AM",https://medium.com/memory-leak/reverse-etl-a-primer-4e6694dcc7fb?source=ifttt--------------2,https://medium.com/memory-leak/reverse-etl-a-primer-4e6694dcc7fb?source=ifttt--------------2,Reverse ETL -- A Primer,Reverse ETL -- A Primer
"February 28, 2021 at 07:29AM","February 28, 2021 at 07:29AM",https://uxplanet.org/8-overlooked-details-by-beginner-ux-designers-bb6c010ee772?source=ifttt--------------2,https://uxplanet.org/8-overlooked-details-by-beginner-ux-designers-bb6c010ee772?source=ifttt--------------2,8 overlooked details by beginner UX Designers,8 overlooked details by beginner UX Designers
"February 28, 2021 at 07:34AM","February 28, 2021 at 07:34AM",https://uxdesign.cc/the-best-way-for-designers-to-learn-data-visualization-b3fc4b87dd39?source=ifttt--------------2,https://uxdesign.cc/the-best-way-for-designers-to-learn-data-visualization-b3fc4b87dd39?source=ifttt--------------2,The best way for designers to learn data visualization,The best way for designers to learn data visualization
"February 28, 2021 at 10:43PM","February 28, 2021 at 10:43PM",https://uxdesign.cc/choosing-a-chart-with-your-audience-in-mind-d6c2b839e8e6?source=ifttt--------------2,https://uxdesign.cc/choosing-a-chart-with-your-audience-in-mind-d6c2b839e8e6?source=ifttt--------------2,Choosing a chart with your audience in mind,Choosing a chart with your audience in mind
"March 1, 2021 at 04:39PM","March 1, 2021 at 04:39PM",https://uxplanet.org/persistent-questions-on-product-design-possible-answers-28d728f99051?source=ifttt--------------2,https://uxplanet.org/persistent-questions-on-product-design-possible-answers-28d728f99051?source=ifttt--------------2,Persistent Questions on Product Design & Possible Answers,Persistent Questions on Product Design & Possible Answers
"March 4, 2021 at 09:00PM","March 4, 2021 at 09:00PM",https://uxdesign.cc/top-navigation-vs-side-navigation-wich-one-is-better-24aa5d835643?source=ifttt--------------2,https://uxdesign.cc/top-navigation-vs-side-navigation-wich-one-is-better-24aa5d835643?source=ifttt--------------2,Top vs side navigation: Which one is better for your product?,Top vs side navigation: Which one is better for your product?
"March 4, 2021 at 10:28PM","March 4, 2021 at 10:28PM",https://towardsdatascience.com/from-data-analyst-to-data-storyteller-in-3-steps-54b56815b567?source=ifttt--------------2,https://towardsdatascience.com/from-data-analyst-to-data-storyteller-in-3-steps-54b56815b567?source=ifttt--------------2,From Data Analyst to Data Storyteller in 3 Steps,From Data Analyst to Data Storyteller in 3 Steps
"March 4, 2021 at 11:13PM","March 4, 2021 at 11:13PM",https://towardsdatascience.com/four-deep-learning-papers-to-read-in-march-2021-9d933f52aafa?source=ifttt--------------2,https://towardsdatascience.com/four-deep-learning-papers-to-read-in-march-2021-9d933f52aafa?source=ifttt--------------2,Four Deep Learning Papers to Read in March 2021,Four Deep Learning Papers to Read in March 2021
"March 5, 2021 at 04:28AM","March 5, 2021 at 04:28AM",https://towardsdatascience.com/top-7-chart-types-for-kpi-dashboards-287fb84a8874?source=ifttt--------------2,https://towardsdatascience.com/top-7-chart-types-for-kpi-dashboards-287fb84a8874?source=ifttt--------------2,Top 7 Chart Types for KPI Dashboards,Top 7 Chart Types for KPI Dashboards
"March 5, 2021 at 04:51AM","March 5, 2021 at 04:51AM",https://medium.com/nightingale/four-big-dataviz-myths-busted-93f65088303c?source=ifttt--------------2,https://medium.com/nightingale/four-big-dataviz-myths-busted-93f65088303c?source=ifttt--------------2,"Four Big Dataviz Myths, Busted","Four Big Dataviz Myths, Busted"
"March 5, 2021 at 05:17AM","March 5, 2021 at 05:17AM",https://uxdesign.cc/creating-a-design-system-in-figma-cbd01b0d2424?source=ifttt--------------2,https://uxdesign.cc/creating-a-design-system-in-figma-cbd01b0d2424?source=ifttt--------------2,Creating a design system in Figma: a practical guide,Creating a design system in Figma: a practical guide
"March 5, 2021 at 05:18AM","March 5, 2021 at 05:18AM",https://towardsdatascience.com/how-to-make-dashboards-that-people-will-actually-use-16c6ec35334a?source=ifttt--------------2,https://towardsdatascience.com/how-to-make-dashboards-that-people-will-actually-use-16c6ec35334a?source=ifttt--------------2,How To Make Dashboards That People Will Actually Use,How To Make Dashboards That People Will Actually Use
"March 5, 2021 at 05:33AM","March 5, 2021 at 05:33AM",https://towardsdatascience.com/the-5-most-important-principles-of-data-visualization-455225a6c4b3?source=ifttt--------------2,https://towardsdatascience.com/the-5-most-important-principles-of-data-visualization-455225a6c4b3?source=ifttt--------------2,The 5 Most Important Principles of Data Visualization,The 5 Most Important Principles of Data Visualization
"March 5, 2021 at 05:46AM","March 5, 2021 at 05:46AM",https://uxplanet.org/top-ui-ux-design-inspiration-144-87b56f749bc8?source=ifttt--------------2,https://uxplanet.org/top-ui-ux-design-inspiration-144-87b56f749bc8?source=ifttt--------------2,Top UI/UX Design Works for Inspiration -- #144,Top UI/UX Design Works for Inspiration -- #144
"March 5, 2021 at 05:48AM","March 5, 2021 at 05:48AM",https://blog.prototypr.io/designers-are-still-doing-a-terrible-job-working-with-the-developers-acf83d931c16?source=ifttt--------------2,https://blog.prototypr.io/designers-are-still-doing-a-terrible-job-working-with-the-developers-acf83d931c16?source=ifttt--------------2,Designers are doing a terrible job working with the developers,Designers are doing a terrible job working with the developers
"March 5, 2021 at 06:00AM","March 5, 2021 at 06:00AM",https://medium.com/nightingale/use-these-great-visualizations-to-impress-your-audience-f2c471f398f3?source=ifttt--------------2,https://medium.com/nightingale/use-these-great-visualizations-to-impress-your-audience-f2c471f398f3?source=ifttt--------------2,Use These Great Visualizations to Impress Your Audience,Use These Great Visualizations to Impress Your Audience
"March 5, 2021 at 07:40PM","March 5, 2021 at 07:40PM",https://towardsdatascience.com/read-this-before-you-write-your-next-sql-query-%EF%B8%8F-de6b3b2c449a?source=ifttt--------------2,https://towardsdatascience.com/read-this-before-you-write-your-next-sql-query-%EF%B8%8F-de6b3b2c449a?source=ifttt--------------2,Read this before you write your next SQL query. [?][?],Read this before you write your next SQL query. [?][?]
"March 5, 2021 at 07:56PM","March 5, 2021 at 07:56PM",https://uxdesign.cc/how-to-maintain-quality-with-a-ux-checklist-c450f336b29c?source=ifttt--------------2,https://uxdesign.cc/how-to-maintain-quality-with-a-ux-checklist-c450f336b29c?source=ifttt--------------2,How to maintain quality with a UX checklist,How to maintain quality with a UX checklist
"March 5, 2021 at 07:56PM","March 5, 2021 at 07:56PM",https://medium.com/nightingale/less-reporting-more-visualization-d5f050088ca?source=ifttt--------------2,https://medium.com/nightingale/less-reporting-more-visualization-d5f050088ca?source=ifttt--------------2,"Less Reporting, More Visualization","Less Reporting, More Visualization"
"March 5, 2021 at 10:12PM","March 5, 2021 at 10:12PM",https://medium.com/data-hackers/testes-unit%C3%A1rios-para-profissionais-de-dados-com-pytest-o-guia-definitivo-5ac05f4ef866?source=ifttt--------------2,https://medium.com/data-hackers/testes-unit%C3%A1rios-para-profissionais-de-dados-com-pytest-o-guia-definitivo-5ac05f4ef866?source=ifttt--------------2,Testes unitarios para profissionais de dados com pytest -- O Guia Definitivo,Testes unitarios para profissionais de dados com pytest -- O Guia Definitivo
"March 6, 2021 at 11:32PM","March 6, 2021 at 11:32PM",https://uxplanet.org/how-is-your-companys-ux-maturity-dc38cda7ee26?source=ifttt--------------2,https://uxplanet.org/how-is-your-companys-ux-maturity-dc38cda7ee26?source=ifttt--------------2,How is your company's UX maturity?,How is your company's UX maturity?
"March 6, 2021 at 11:48PM","March 6, 2021 at 11:48PM",https://towardsdatascience.com/3-steps-to-get-tableau-desktop-specialist-certified-in-2-weeks-abbef25778de?source=ifttt--------------2,https://towardsdatascience.com/3-steps-to-get-tableau-desktop-specialist-certified-in-2-weeks-abbef25778de?source=ifttt--------------2,3 Steps to Get Tableau Desktop Certified in 2 Weeks,3 Steps to Get Tableau Desktop Certified in 2 Weeks
"March 6, 2021 at 11:50PM","March 6, 2021 at 11:50PM",https://medium.com/analytics-vidhya/inspiring-ideas-for-dashboards-design-172b31ca9620?source=ifttt--------------2,https://medium.com/analytics-vidhya/inspiring-ideas-for-dashboards-design-172b31ca9620?source=ifttt--------------2,Inspiring Ideas for Dashboards Design,Inspiring Ideas for Dashboards Design
"March 8, 2021 at 09:25AM","March 8, 2021 at 09:25AM",https://medium.com/swlh/going-further-with-python-visuals-in-power-bi-a46280a1dfd9?source=ifttt--------------2,https://medium.com/swlh/going-further-with-python-visuals-in-power-bi-a46280a1dfd9?source=ifttt--------------2,Going Further With Python Visuals in Power BI,Going Further With Python Visuals in Power BI
"March 9, 2021 at 05:47AM","March 9, 2021 at 05:47AM",https://medium.com/nightingale/dashboard-redesign-understanding-purpose-ba6fff7f1815?source=ifttt--------------2,https://medium.com/nightingale/dashboard-redesign-understanding-purpose-ba6fff7f1815?source=ifttt--------------2,Dashboard Redesign: Understanding Purpose,Dashboard Redesign: Understanding Purpose
